16.29;Proizvodnja drugih izdelkov iz lesa, plute, slame in protja
16.290;Proizvodnja drugih izdelkov iz lesa, plute, slame in protja
17;Proizvodnja papirja in izdelkov iz papirja
17.1;Proizvodnja vlaknin, papirja in kartona
17.11;Proizvodnja vlaknin
17.110;Proizvodnja vlaknin
17.12;Proizvodnja papirja in kartona
17.120;Proizvodnja papirja in kartona
17.2;Proizvodnja izdelkov iz papirja in kartona
17.21;Proizvodnja valovitega papirja in kartona ter papirne in kartonske embalaže
17.210;Proizvodnja valovitega papirja in kartona ter papirne in kartonske embalaže
17.22;Proizvodnja gospodinjskih, higienskih in toaletnih potrebščin iz papirja
17.220;Proizvodnja gospodinjskih, higienskih in toaletnih potrebščin iz papirja
17.23;Proizvodnja pisarniških potrebščin iz papirja
17.230;Proizvodnja pisarniških potrebščin iz papirja
17.24;Proizvodnja tapet
17.240;Proizvodnja tapet
17.29;Proizvodnja drugih izdelkov iz papirja in kartona
17.290;Proizvodnja drugih izdelkov iz papirja in kartona
18;Tiskarstvo in razmnoževanje posnetih nosilcev zapisa
18.1;Tiskarstvo in z njim povezane storitve
18.11;Tiskanje časopisov
18.110;Tiskanje časopisov
18.12;Drugo tiskanje
18.120;Drugo tiskanje
18.13;Priprava za tisk in objavo
18.130;Priprava za tisk in objavo
18.14;Knjigoveštvo in sorodne dejavnosti
18.140;Knjigoveštvo in sorodne dejavnosti
18.2;Razmnoževanje posnetih nosilcev zapisa
18.20;Razmnoževanje posnetih nosilcev zapisa
18.200;Razmnoževanje posnetih nosilcev zapisa
19;Proizvodnja koksa in naftnih derivatov
19.1;Proizvodnja koksa
19.10;Proizvodnja koksa
19.100;Proizvodnja koksa
19.2;Proizvodnja naftnih derivatov
19.20;Proizvodnja naftnih derivatov
19.200;Proizvodnja naftnih derivatov
20;Proizvodnja kemikalij, kemičnih izdelkov
20.1;Proizvodnja osnovnih kemikalij, gnojil in dušikovih spojin, plastičnih mas in sintetičnega kavčuka v primarni obliki
20.11;Proizvodnja tehničnih plinov
20.110;Proizvodnja tehničnih plinov
20.12;Proizvodnja barvil in pigmentov
20.120;Proizvodnja barvil in pigmentov
20.13;Proizvodnja drugih anorganskih osnovnih kemikalij
20.130;Proizvodnja drugih anorganskih osnovnih kemikalij
20.14;Proizvodnja drugih organskih osnovnih kemikalij
20.140;Proizvodnja drugih organskih osnovnih kemikalij
20.15;Proizvodnja gnojil in dušikovih spojin
20.150;Proizvodnja gnojil in dušikovih spojin
20.16;Proizvodnja plastičnih mas v primarni obliki
20.160;Proizvodnja plastičnih mas v primarni obliki
20.17;Proizvodnja sintetičnega kavčuka v primarni obliki
20.170;Proizvodnja sintetičnega kavčuka v primarni obliki
20.2;Proizvodnja razkužil, pesticidov in drugih agrokemičnih izdelkov
20.20;Proizvodnja razkužil, pesticidov in drugih agrokemičnih izdelkov
20.200;Proizvodnja razkužil, pesticidov in drugih agrokemičnih izdelkov
20.3;Proizvodnja barv, lakov in podobnih premazov, tiskarskih barv in kitov
20.30;Proizvodnja barv, lakov in podobnih premazov, tiskarskih barv in kitov
20.300;Proizvodnja barv, lakov in podobnih premazov, tiskarskih barv in kitov
20.4;Proizvodnja mil in pralnih sredstev, čistilnih in polirnih sredstev, parfumov in toaletnih sredstev
20.41;Proizvodnja mil in pralnih sredstev, čistilnih in polirnih sredstev
20.410;Proizvodnja mil in pralnih sredstev, čistilnih in polirnih sredstev
20.42;Proizvodnja parfumov in toaletnih sredstev
20.420;Proizvodnja parfumov in toaletnih sredstev
20.5;Proizvodnja razstreliv, lepil, eteričnih olj in drugih kemičnih izdelkov
20.51;Proizvodnja razstreliv
20.510;Proizvodnja razstreliv
20.52;Proizvodnja sredstev za lepljenje
20.520;Proizvodnja sredstev za lepljenje
20.53;Proizvodnja eteričnih olj
20.530;Proizvodnja eteričnih olj
20.59;Proizvodnja drugih kemičnih izdelkov
20.590;Proizvodnja drugih kemičnih izdelkov
20.6;Proizvodnja umetnih vlaken
20.60;Proizvodnja umetnih vlaken
20.600;Proizvodnja umetnih vlaken
21;Proizvodnja farmacevtskih surovin in preparatov
21.1;Proizvodnja farmacevtskih surovin
21.10;Proizvodnja farmacevtskih surovin
21.100;Proizvodnja farmacevtskih surovin
21.2;Proizvodnja farmacevtskih preparatov
21.20;Proizvodnja farmacevtskih preparatov
21.200;Proizvodnja farmacevtskih preparatov
22;Proizvodnja izdelkov iz gume in plastičnih mas
22.1;Proizvodnja izdelkov iz gume
22.11;Proizvodnja in obnavljanje gumijastih plaščev in zračnic za vozila
22.110;Proizvodnja in obnavljanje gumijastih plaščev in zračnic za vozila
22.19;Proizvodnja drugih izdelkov iz gume
22.190;Proizvodnja drugih izdelkov iz gume
22.2;Proizvodnja plastičnih izdelkov
22.21;Proizvodnja plošč, folij, cevi in profilov iz plastičnih mas
22.210;Proizvodnja plošč, folij, cevi in profilov iz plastičnih mas
22.22;Proizvodnja embalaže iz plastičnih mas
22.220;Proizvodnja embalaže iz plastičnih mas
22.23;Proizvodnja izdelkov iz plastičnih mas za gradbeništvo
22.230;Proizvodnja izdelkov iz plastičnih mas za gradbeništvo
22.29;Proizvodnja drugih izdelkov iz plastičnih mas
22.290;Proizvodnja drugih izdelkov iz plastičnih mas
23;Proizvodnja nekovinskih mineralnih izdelkov
23.1;Proizvodnja stekla in steklenih izdelkov
23.11;Proizvodnja ravnega stekla
23.110;Proizvodnja ravnega stekla
23.12;Oblikovanje in obdelava ravnega stekla
23.120;Oblikovanje in obdelava ravnega stekla
23.13;Proizvodnja votlega stekla
23.130;Proizvodnja votlega stekla
23.14;Proizvodnja steklenih vlaken
23.140;Proizvodnja steklenih vlaken
23.19;Proizvodnja in oblikovanje drugih vrst stekla ter tehničnih steklenih izdelkov
23.190;Proizvodnja in oblikovanje drugih vrst stekla ter tehničnih steklenih izdelkov
23.2;Proizvodnja ognjevzdržne keramike
23.20;Proizvodnja ognjevzdržne keramike
23.200;Proizvodnja ognjevzdržne keramike
23.3;Proizvodnja neognjevzdržne gradbene keramike
23.31;Proizvodnja keramičnih ploščic in oblog
23.310;Proizvodnja keramičnih ploščic in oblog
23.32;Proizvodnja strešnikov, opeke in drugih gradbenih izdelkov iz žgane gline
23.320;Proizvodnja strešnikov, opeke in drugih gradbenih izdelkov iz žgane gline
23.4;Proizvodnja drugih izdelkov iz keramike in porcelana
23.41;Proizvodnja gospodinjske in okrasne keramike
23.410;Proizvodnja gospodinjske in okrasne keramike
23.42;Proizvodnja sanitarne keramike
23.420;Proizvodnja sanitarne keramike
23.43;Proizvodnja izolatorjev in izolacijskih elementov iz keramike
23.430;Proizvodnja izolatorjev in izolacijskih elementov iz keramike
23.44;Proizvodnja druge tehnične keramike
23.440;Proizvodnja druge tehnične keramike
23.49;Proizvodnja drugih keramičnih izdelkov
23.490;Proizvodnja drugih keramičnih izdelkov
23.5;Proizvodnja cementa, apna, mavca
23.51;Proizvodnja cementa
23.510;Proizvodnja cementa
23.52;Proizvodnja apna in mavca
23.520;Proizvodnja apna in mavca
23.6;Proizvodnja izdelkov iz betona, cementa, mavca
23.61;Proizvodnja betonskih izdelkov za gradbeništvo
23.610;Proizvodnja betonskih izdelkov za gradbeništvo
23.62;Proizvodnja izdelkov iz mavca za gradbeništvo
23.620;Proizvodnja izdelkov iz mavca za gradbeništvo
23.63;Proizvodnja sveže betonske mešanice
23.630;Proizvodnja sveže betonske mešanice
23.64;Proizvodnja malte
23.640;Proizvodnja malte
23.65;Proizvodnja izdelkov iz vlaknatega cementa
23.650;Proizvodnja izdelkov iz vlaknatega cementa
23.69;Proizvodnja drugih izdelkov iz betona, cementa, mavca
23.690;Proizvodnja drugih izdelkov iz betona, cementa, mavca
23.7;Obdelava naravnega kamna
23.70;Obdelava naravnega kamna
23.700;Obdelava naravnega kamna
23.9;Proizvodnja brusilnih sredstev in drugih nekovinskih mineralnih izdelkov
23.91;Proizvodnja brusilnih sredstev
23.910;Proizvodnja brusilnih sredstev
23.99;Proizvodnja drugih nekovinskih mineralnih izdelkov
23.990;Proizvodnja drugih nekovinskih mineralnih izdelkov
24;Proizvodnja kovin
24.1;Proizvodnja surovega železa, jekla, ferozlitin
24.10;Proizvodnja surovega železa, jekla, ferozlitin
24.100;Proizvodnja surovega železa, jekla, ferozlitin
24.2;Proizvodnja jeklenih cevi, votlih profilov in fitingov
24.20;Proizvodnja jeklenih cevi, votlih profilov in fitingov
24.200;Proizvodnja jeklenih cevi, votlih profilov in fitingov
24.3;Druga primarna predelava železa in jekla
24.31;Hladno vlečenje profilov
24.310;Hladno vlečenje profilov
24.32;Hladno valjanje traku
24.320;Hladno valjanje traku
24.33;Hladno oblikovanje profilov in pregibanje
24.330;Hladno oblikovanje profilov in pregibanje
24.34;Hladno vlečenje žice
24.340;Hladno vlečenje žice
24.4;Proizvodnja plemenitih in drugih neželeznih kovin
24.41;Proizvodnja plemenitih kovin
24.410;Proizvodnja plemenitih kovin
24.42;Proizvodnja aluminija
24.420;Proizvodnja aluminija
24.43;Proizvodnja svinca, cinka in kositra
24.430;Proizvodnja svinca, cinka in kositra
24.44;Proizvodnja bakra
24.440;Proizvodnja bakra
24.45;Proizvodnja drugih neželeznih kovin
24.450;Proizvodnja drugih neželeznih kovin
24.46;Proizvodnja jedrskega goriva
24.460;Proizvodnja jedrskega goriva
24.5;Livarstvo
24.51;Litje železa
24.510;Litje železa
24.52;Litje jekla
24.520;Litje jekla
24.53;Litje lahkih kovin
24.530;Litje lahkih kovin
24.54;Litje drugih neželeznih kovin
24.540;Litje drugih neželeznih kovin
25;Proizvodnja kovinskih izdelkov, razen strojev in naprav
25.1;Proizvodnja gradbenih kovinskih izdelkov
25.11;Proizvodnja kovinskih konstrukcij in njihovih delov
25.110;Proizvodnja kovinskih konstrukcij in njihovih delov
25.12;Proizvodnja kovinskega stavbnega pohištva
25.120;Proizvodnja kovinskega stavbnega pohištva
25.2;Proizvodnja kotlov za centralno ogrevanje, kovinskih rezervoarjev in cistern
25.21;Proizvodnja radiatorjev in kotlov za centralno ogrevanje
25.210;Proizvodnja radiatorjev in kotlov za centralno ogrevanje
25.29;Proizvodnja drugih kovinskih rezervoarjev in cistern
25.290;Proizvodnja drugih kovinskih rezervoarjev in cistern
25.3;Proizvodnja parnih kotlov, razen kotlov za centralno ogrevanje
25.30;Proizvodnja parnih kotlov, razen kotlov za centralno ogrevanje
25.300;Proizvodnja parnih kotlov, razen kotlov za centralno ogrevanje
25.4;Proizvodnja orožja in streliva
25.40;Proizvodnja orožja in streliva
25.400;Proizvodnja orožja in streliva
25.5;Kovanje, stiskanje, vtiskovanje in valjanje kovin, prašna metalurgija
25.50;Kovanje, stiskanje, vtiskovanje in valjanje kovin, prašna metalurgija
25.500;Kovanje, stiskanje, vtiskovanje in valjanje kovin, prašna metalurgija
25.6;Površinska obdelava in prekrivanje kovin, mehanska obdelava kovin
25.61;Površinska obdelava in prekrivanje kovin
25.611;Prekrivanje kovin s kovino
25.619;Druga površinska in toplotna obdelava kovin
25.62;Mehanska obdelava kovin
25.620;Mehanska obdelava kovin
25.7;Proizvodnja jedilnega pribora, ključavnic, okovja, orodja
25.71;Proizvodnja rezil in jedilnega pribora
25.710;Proizvodnja rezil in jedilnega pribora
25.72;Proizvodnja ključavnic, okovja
25.720;Proizvodnja ključavnic, okovja
25.73;Proizvodnja orodja
25.731;Proizvodnja ročnega orodja
25.732;Proizvodnja orodja za stroje
25.9;Proizvodnja drugih kovinskih izdelkov
25.91;Proizvodnja jeklenih bobnov, sodov in podobnih posod
25.910;Proizvodnja jeklenih bobnov, sodov in podobnih posod
25.92;Proizvodnja lahke kovinske embalaže
25.920;Proizvodnja lahke kovinske embalaže
25.93;Proizvodnja izdelkov iz žice, verig in vzmeti
25.930;Proizvodnja izdelkov iz žice, verig in vzmeti
25.94;Proizvodnja vijačnega materiala, vezi
25.940;Proizvodnja vijačnega materiala, vezi
25.99;Proizvodnja drugje nerazvrščenih kovinskih izdelkov
25.990;Proizvodnja drugje nerazvrščenih kovinskih izdelkov
26;Proizvodnja računalnikov, elektronskih in optičnih izdelkov
26.1;Proizvodnja elektronskih komponent in plošč
26.11;Proizvodnja elektronskih komponent
26.110;Proizvodnja elektronskih komponent
26.12;Proizvodnja elektronskih plošč
26.120;Proizvodnja elektronskih plošč
26.2;Proizvodnja računalnikov in perifernih naprav
26.20;Proizvodnja računalnikov in perifernih naprav
26.200;Proizvodnja računalnikov in perifernih naprav
26.3;Proizvodnja komunikacijskih naprav
26.30;Proizvodnja komunikacijskih naprav
26.300;Proizvodnja komunikacijskih naprav
26.4;Proizvodnja elektronskih naprav za široko rabo
26.40;Proizvodnja elektronskih naprav za široko rabo
26.400;Proizvodnja elektronskih naprav za široko rabo
26.5;Proizvodnja merilnih, preizkuševalnih, navigacijskih instrumentov in naprav, proizvodnja ur
26.51;Proizvodnja merilnih, preizkuševalnih in navigacijskih instrumentov in naprav
26.510;Proizvodnja merilnih, preizkuševalnih in navigacijskih instrumentov in naprav
26.52;Proizvodnja ur
26.520;Proizvodnja ur
26.6;Proizvodnja sevalnih, elektromedicinskih in elektroterapevtskih naprav
26.60;Proizvodnja sevalnih, elektromedicinskih in elektroterapevtskih naprav
26.600;Proizvodnja sevalnih, elektromedicinskih in elektroterapevtskih naprav
26.7;Proizvodnja optičnih instrumentov in fotografske opreme
26.70;Proizvodnja optičnih instrumentov in fotografske opreme
26.700;Proizvodnja optičnih instrumentov in fotografske opreme
26.8;Proizvodnja magnetnih in optičnih nosilcev zapisa
26.80;Proizvodnja magnetnih in optičnih nosilcev zapisa
26.800;Proizvodnja magnetnih in optičnih nosilcev zapisa
27;Proizvodnja električnih naprav
27.1;Proizvodnja elektromotorjev, generatorjev, transformatorjev ter naprav za distribucijo in krmiljenje elektrike
27.11;Proizvodnja elektromotorjev, generatorjev in transformatorjev
27.110;Proizvodnja elektromotorjev, generatorjev in transformatorjev
27.12;Proizvodnja naprav za distribucijo in krmiljenje elektrike
27.120;Proizvodnja naprav za distribucijo in krmiljenje elektrike
27.2;Proizvodnja baterij in akumulatorjev
27.20;Proizvodnja baterij in akumulatorjev
27.200;Proizvodnja baterij in akumulatorjev
27.3;Proizvodnja oplaščenih vodnikov in naprav za ožičenje
27.31;Proizvodnja kablov iz optičnih vlaken
27.310;Proizvodnja kablov iz optičnih vlaken
27.32;Proizvodnja drugih električnih kablov in žic
27.320;Proizvodnja drugih električnih kablov in žic
27.33;Proizvodnja vtičnic, stikal in drugih naprav za ožičenje
27.330;Proizvodnja vtičnic, stikal in drugih naprav za ožičenje
27.4;Proizvodnja naprav in opreme za razsvetljavo
27.40;Proizvodnja naprav in opreme za razsvetljavo
27.400;Proizvodnja naprav in opreme za razsvetljavo
27.5;Proizvodnja gospodinjskih naprav
27.51;Proizvodnja električnih gospodinjskih naprav
27.510;Proizvodnja električnih gospodinjskih naprav
27.52;Proizvodnja neelektričnih gospodinjskih naprav
27.520;Proizvodnja neelektričnih gospodinjskih naprav
27.9;Proizvodnja drugih električnih naprav
27.90;Proizvodnja drugih električnih naprav
27.900;Proizvodnja drugih električnih naprav
28;Proizvodnja drugih strojev in naprav
28.1;Proizvodnja strojev za splošne namene
28.11;Proizvodnja motorjev in turbin, razen za letala in motorna vozila
28.110;Proizvodnja motorjev in turbin, razen za letala in motorna vozila
28.12;Proizvodnja naprav za fluidno tehniko
28.120;Proizvodnja naprav za fluidno tehniko
28.13;Proizvodnja črpalk in kompresorjev
28.130;Proizvodnja črpalk in kompresorjev
28.14;Proizvodnja pip in ventilov
28.140;Proizvodnja pip in ventilov
